Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR
2024-04-23 06:00:00,29.69,9.0,10.0,919345719.0
2024-04-23 12:00:00,68.92,10.0,10.0,923798273.0
2024-04-23 18:00:00,38.68,8.0,20.0,849768807.5
2024-04-24 00:00:00,28.04,7.0,100.0,915511293.0
2024-04-24 06:00:00,28.51,7.0,100.0,921961969.0
2024-04-24 12:00:00,27.02,7.0,100.0,917820958.0
2024-04-24 18:00:00,29.35,8.0,10.0,-1.0
2024-04-25 00:00:00,29.35,8.0,10.0,-1.0
2024-04-25 06:00:00,14.16,7.0,100.0,906468678.0
2024-04-25 12:00:00,14.72,7.0,100.0,909900868.0
2024-04-25 18:00:00,15.18,7.0,100.0,922856121.0
2024-04-26 00:00:00,29.35,8.0,10.0,-1.0
2024-04-26 06:00:00,29.35,8.0,10.0,-1.0
2024-04-26 12:00:00,14.93,7.0,100.0,920096389.0
2024-04-26 18:00:00,12.74,7.0,100.0,915879210.0
2024-04-27 00:00:00,29.35,8.0,10.0,-1.0
2024-04-27 06:00:00,15.51,7.0,100.0,923297472.0
2024-04-27 12:00:00,24.95,7.0,100.0,903234444.5
2024-04-27 18:00:00,15.06,7.0,100.0,920182009.0
2024-04-28 00:00:00,29.35,8.0,10.0,-1.0
2024-04-28 06:00:00,15.65,7.0,100.0,921390273.0
2024-04-28 12:00:00,22.88,7.0,100.0,917770144.5
2024-04-28 18:00:00,21.54,7.0,100.0,919969947.0
2024-04-29 00:00:00,29.35,8.0,10.0,-1.0
2024-04-29 06:00:00,21.98,7.0,100.0,923104483.0
2024-04-29 12:00:00,21.64,7.0,100.0,923799890.0
2024-04-29 18:00:00,29.87,7.0,100.0,916982586.5
2024-04-30 00:00:00,29.35,8.0,10.0,-1.0
2024-04-30 06:00:00,22.42,7.0,100.0,920952185.0
2024-04-30 12:00:00,31.77,7.0,100.0,914955922.0
2024-04-30 18:00:00,40.5,7.0,6.0,691599205.0
2024-05-01 00:00:00,29.35,8.0,10.0,-1.0
