Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR
2024-03-27 12:00:00,19.78,8.0,100.0,964431055.0
2024-03-27 18:00:00,16.93,11.0,100.0,-1.0
2024-03-28 00:00:00,19.74,8.0,100.0,972712110.0
2024-03-28 06:00:00,19.01,8.0,100.0,974600620.0
2024-03-28 12:00:00,19.12,8.0,100.0,975183335.0
2024-03-28 18:00:00,20.54,8.0,100.0,971142399.0
2024-03-29 00:00:00,16.93,11.0,100.0,-1.0
2024-03-29 06:00:00,13.75,8.0,100.0,975018344.0
2024-03-29 12:00:00,15.38,8.0,100.0,957092433.0
2024-03-29 18:00:00,15.55,8.0,100.0,970568331.0
2024-03-30 00:00:00,16.93,6.0,40.0,975807069.0
2024-03-30 06:00:00,16.93,11.0,100.0,-1.0
2024-03-30 12:00:00,16.67,8.0,100.0,977392790.0
2024-03-30 18:00:00,15.31,8.0,100.0,977878158.5
2024-03-31 00:00:00,16.93,11.0,100.0,-1.0
2024-03-31 06:00:00,16.93,11.0,100.0,-1.0
2024-03-31 12:00:00,16.18,8.0,100.0,976876348.0
2024-03-31 18:00:00,16.93,11.0,100.0,-1.0
2024-04-01 00:00:00,16.93,11.0,100.0,-1.0
2024-04-01 06:00:00,16.93,11.0,100.0,-1.0
2024-04-01 12:00:00,16.93,11.0,100.0,-1.0
2024-04-01 18:00:00,16.93,11.0,100.0,-1.0
2024-04-02 00:00:00,16.93,11.0,100.0,-1.0
2024-04-02 06:00:00,16.93,11.0,100.0,-1.0
2024-04-02 12:00:00,16.93,11.0,100.0,-1.0
2024-04-02 18:00:00,26.3,8.0,100.0,976227331.0
2024-04-03 00:00:00,16.93,11.0,100.0,-1.0
2024-04-03 06:00:00,16.93,11.0,100.0,-1.0
2024-04-03 12:00:00,21.23,8.0,100.0,975337989.0
2024-04-03 18:00:00,19.26,8.0,100.0,979004157.0
2024-04-04 00:00:00,16.93,11.0,100.0,-1.0
2024-04-04 06:00:00,20.59,8.0,100.0,964866503.0
2024-04-04 12:00:00,20.42,8.0,100.0,962174540.0
2024-04-04 18:00:00,20.94,8.0,100.0,954776019.0
2024-04-05 00:00:00,16.93,11.0,100.0,-1.0
2024-04-05 06:00:00,21.14,8.0,100.0,972528703.5
2024-04-05 12:00:00,18.11,8.0,100.0,973756929.0
2024-04-05 18:00:00,35.32,6.0,40.0,964353761.5
2024-04-06 00:00:00,16.93,11.0,100.0,-1.0
2024-04-06 06:00:00,16.93,11.0,100.0,-1.0
2024-04-06 12:00:00,16.93,11.0,100.0,-1.0
2024-04-06 18:00:00,30.79,6.0,40.0,976579196.0
2024-04-07 00:00:00,25.58,8.0,100.0,978008253.0
2024-04-07 06:00:00,24.49,8.0,100.0,965424068.0
2024-04-07 12:00:00,24.26,8.0,100.0,970700458.0
2024-04-07 18:00:00,17.94,8.0,100.0,978904920.0
2024-04-08 00:00:00,16.93,11.0,100.0,-1.0
2024-04-08 06:00:00,16.93,8.0,100.0,965110991.0
2024-04-08 12:00:00,20.83,8.0,100.0,976647885.0
2024-04-08 18:00:00,21.99,8.0,100.0,976802291.0
2024-04-09 00:00:00,16.93,11.0,100.0,-1.0
2024-04-09 06:00:00,17.62,8.0,100.0,976277807.0
2024-04-09 12:00:00,16.93,11.0,100.0,-1.0
2024-04-09 18:00:00,16.93,11.0,100.0,-1.0
2024-04-10 00:00:00,16.93,11.0,100.0,-1.0
2024-04-10 06:00:00,16.93,11.0,100.0,-1.0
2024-04-10 12:00:00,16.93,11.0,100.0,-1.0
2024-04-10 18:00:00,16.93,11.0,100.0,-1.0
2024-04-11 00:00:00,16.93,11.0,100.0,-1.0
2024-04-11 06:00:00,23.58,6.0,40.0,958218467.0
2024-04-11 12:00:00,16.93,11.0,100.0,-1.0
2024-04-11 18:00:00,24.67,6.0,40.0,974385935.0
2024-04-12 00:00:00,16.93,11.0,100.0,-1.0
2024-04-12 06:00:00,22.37,6.0,40.0,962132069.0
2024-04-12 12:00:00,25.75,6.0,40.0,961204798.5
2024-04-12 18:00:00,23.27,6.0,40.0,975492837.0
2024-04-13 00:00:00,23.35,6.0,40.0,970470187.0
2024-04-13 06:00:00,23.75,6.0,40.0,972531116.5
2024-04-13 12:00:00,16.93,11.0,100.0,-1.0
2024-04-13 18:00:00,24.23,6.0,40.0,975572920.0
2024-04-14 00:00:00,16.93,11.0,100.0,-1.0
2024-04-14 06:00:00,24.64,6.0,40.0,963063134.0
2024-04-14 12:00:00,22.84,6.0,40.0,960497681.5
2024-04-14 18:00:00,23.55,6.0,40.0,963694736.0
2024-04-15 00:00:00,23.92,6.0,40.0,962963814.0
2024-04-15 06:00:00,16.93,11.0,100.0,-1.0
2024-04-15 12:00:00,16.93,11.0,100.0,-1.0
2024-04-15 18:00:00,24.97,6.0,40.0,975700748.0
2024-04-16 00:00:00,16.93,11.0,100.0,-1.0
2024-04-16 06:00:00,16.93,11.0,100.0,-1.0
