Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR
2024-01-16 18:00:00,31.83,10.0,20.0,911234850.0
2024-01-17 00:00:00,28.64,10.0,20.0,-1.0
2024-01-17 06:00:00,28.64,10.0,20.0,-1.0
2024-01-17 12:00:00,26.52,9.0,100.0,909614081.5
2024-01-17 18:00:00,33.49,13.0,10.0,918800981.0
2024-01-18 00:00:00,29.9,9.0,100.0,924181661.0
2024-01-18 06:00:00,28.64,10.0,20.0,-1.0
2024-01-18 12:00:00,40.89,10.0,20.0,907446998.5
2024-01-18 18:00:00,32.14,9.0,100.0,922858336.0
2024-01-19 00:00:00,28.64,10.0,20.0,-1.0
2024-01-19 06:00:00,28.64,10.0,20.0,-1.0
2024-01-19 12:00:00,35.51,9.0,100.0,910947352.0
2024-01-19 18:00:00,34.13,9.0,3.0,921121541.0
2024-01-20 00:00:00,28.64,10.0,20.0,-1.0
2024-01-20 06:00:00,28.64,10.0,20.0,-1.0
2024-01-20 12:00:00,40.16,9.0,3.0,920810053.0
2024-01-20 18:00:00,28.64,10.0,20.0,-1.0
2024-01-21 00:00:00,28.64,10.0,20.0,-1.0
2024-01-21 06:00:00,28.64,10.0,20.0,-1.0
2024-01-21 12:00:00,28.64,10.0,20.0,-1.0
2024-01-21 18:00:00,28.64,10.0,20.0,-1.0
2024-01-22 00:00:00,27.28,9.0,100.0,909640589.0
2024-01-22 06:00:00,27.71,10.0,20.0,899844267.0
2024-01-22 12:00:00,27.22,9.0,100.0,907367984.0
2024-01-22 18:00:00,28.64,10.0,20.0,-1.0
2024-01-23 00:00:00,28.64,10.0,20.0,-1.0
2024-01-23 06:00:00,28.64,10.0,20.0,-1.0
2024-01-23 12:00:00,46.16,14.0,10.0,886955704.0
2024-01-23 18:00:00,28.64,10.0,20.0,-1.0
2024-01-24 00:00:00,28.64,10.0,20.0,-1.0
2024-01-24 06:00:00,28.64,10.0,20.0,-1.0
2024-01-24 12:00:00,28.64,9.0,100.0,875460260.0
2024-01-24 18:00:00,17.45,9.0,100.0,842609278.5
2024-01-25 00:00:00,28.64,10.0,20.0,-1.0
2024-01-25 06:00:00,28.64,10.0,20.0,-1.0
2024-01-25 12:00:00,28.64,10.0,20.0,-1.0
2024-01-25 18:00:00,29.25,9.0,100.0,843858929.5
2024-01-26 00:00:00,28.64,10.0,20.0,-1.0
2024-01-26 06:00:00,28.64,10.0,20.0,-1.0
2024-01-26 12:00:00,30.6,9.0,100.0,863188928.0
2024-01-26 18:00:00,29.28,9.0,100.0,871733614.0
2024-01-27 00:00:00,28.64,10.0,20.0,-1.0
2024-01-27 06:00:00,28.63,9.0,100.0,882895332.0
2024-01-27 12:00:00,23.71,11.0,20.0,865626834.0
2024-01-27 18:00:00,28.64,10.0,20.0,-1.0
2024-01-28 00:00:00,28.64,10.0,20.0,-1.0
2024-01-28 06:00:00,55.62,11.0,10.0,868166481.0
2024-01-28 12:00:00,54.51,11.0,10.0,860932679.0
2024-01-28 18:00:00,28.64,10.0,20.0,-1.0
2024-01-29 00:00:00,52.64,11.0,10.0,912901224.0
2024-01-29 06:00:00,48.3,11.0,10.0,828647187.0
2024-01-29 12:00:00,66.6,14.0,1.0,531131370.5
2024-01-29 18:00:00,25.15,9.0,100.0,842952058.0
2024-01-30 00:00:00,28.64,10.0,20.0,-1.0
2024-01-30 06:00:00,27.41,9.0,100.0,871291785.5
2024-01-30 12:00:00,28.64,10.0,20.0,-1.0
2024-01-30 18:00:00,28.64,10.0,20.0,-1.0
2024-01-31 00:00:00,28.64,10.0,20.0,-1.0
2024-01-31 06:00:00,28.64,10.0,20.0,-1.0
2024-01-31 12:00:00,28.64,10.0,20.0,-1.0
2024-01-31 18:00:00,28.64,10.0,20.0,-1.0
2024-02-01 00:00:00,28.64,10.0,20.0,-1.0
2024-02-01 06:00:00,41.71,9.0,100.0,923323689.0
2024-02-01 12:00:00,40.89,9.0,100.0,887724219.0
2024-02-01 18:00:00,41.64,9.0,3.0,910531938.0
2024-02-02 00:00:00,28.64,10.0,20.0,-1.0
2024-02-02 06:00:00,28.64,10.0,20.0,-1.0
2024-02-02 12:00:00,28.25,9.0,100.0,908549599.0
2024-02-02 18:00:00,30.62,9.0,100.0,917507348.0
2024-02-03 00:00:00,30.86,9.0,100.0,889293125.0
2024-02-03 06:00:00,28.64,10.0,20.0,-1.0
2024-02-03 12:00:00,26.44,9.0,100.0,903403227.0
2024-02-03 18:00:00,20.07,9.0,100.0,911216639.33
2024-02-04 00:00:00,28.64,10.0,20.0,-1.0
2024-02-04 06:00:00,28.64,10.0,20.0,-1.0
2024-02-04 12:00:00,32.18,10.0,20.0,910497443.33
2024-02-04 18:00:00,25.64,9.0,100.0,916873831.5
2024-02-05 00:00:00,28.64,10.0,20.0,-1.0
2024-02-05 06:00:00,28.08,9.0,100.0,914526177.0
2024-02-05 12:00:00,28.64,10.0,20.0,-1.0
2024-02-05 18:00:00,25.58,9.0,100.0,922746603.0
2024-02-06 00:00:00,28.64,10.0,20.0,-1.0
2024-02-06 06:00:00,27.77,11.0,20.0,917151850.5
2024-02-06 12:00:00,38.21,11.0,20.0,908854384.0
2024-02-06 18:00:00,34.84,9.0,3.0,911160980.0
2024-02-07 00:00:00,28.64,10.0,20.0,-1.0
2024-02-07 06:00:00,26.56,9.0,100.0,904291625.0
2024-02-07 12:00:00,25.37,9.0,10.0,907744935.0
2024-02-07 18:00:00,28.64,10.0,20.0,-1.0
2024-02-08 00:00:00,28.64,10.0,20.0,-1.0
2024-02-08 06:00:00,44.15,9.0,100.0,903766378.0
2024-02-08 12:00:00,28.64,10.0,20.0,-1.0
2024-02-08 18:00:00,30.95,9.0,10.0,905943119.0
2024-02-09 00:00:00,28.64,10.0,20.0,-1.0
2024-02-09 06:00:00,16.51,9.0,100.0,913993875.0
2024-02-09 12:00:00,21.44,11.0,20.0,885996104.0
2024-02-09 18:00:00,29.61,9.0,100.0,916463901.0
2024-02-10 00:00:00,28.64,10.0,20.0,-1.0
2024-02-10 06:00:00,30.55,10.0,20.0,908873684.0
2024-02-10 12:00:00,28.64,10.0,20.0,-1.0
2024-02-10 18:00:00,22.35,9.0,100.0,915070108.0
2024-02-11 00:00:00,28.64,10.0,20.0,-1.0
2024-02-11 06:00:00,28.64,10.0,20.0,-1.0
2024-02-11 12:00:00,28.64,10.0,20.0,-1.0
2024-02-11 18:00:00,20.74,11.0,20.0,921070766.5
2024-02-12 00:00:00,28.64,11.0,20.0,910643248.0
2024-02-12 06:00:00,28.64,10.0,20.0,-1.0
2024-02-12 12:00:00,28.64,10.0,20.0,876033038.0
2024-02-12 18:00:00,22.81,11.0,20.0,917485515.0
2024-02-13 00:00:00,28.64,10.0,20.0,-1.0
2024-02-13 06:00:00,34.98,11.0,20.0,909905099.0
2024-02-13 12:00:00,41.71,9.0,10.0,908305037.0
2024-02-13 18:00:00,30.42,9.0,100.0,920138406.0
2024-02-14 00:00:00,41.31,9.0,100.0,674916887.0
2024-02-14 06:00:00,24.91,9.0,10.0,904398247.0
2024-02-14 12:00:00,29.22,9.0,10.0,909537096.0
2024-02-14 18:00:00,22.79,9.0,10.0,862312921.0
2024-02-15 00:00:00,28.64,10.0,20.0,-1.0
2024-02-15 06:00:00,28.64,10.0,20.0,-1.0
2024-02-15 12:00:00,67.79,10.0,100.0,922135260.0
2024-02-15 18:00:00,28.64,10.0,20.0,-1.0
2024-02-16 00:00:00,30.24,9.0,100.0,912521438.0
2024-02-16 06:00:00,28.64,10.0,20.0,-1.0
2024-02-16 12:00:00,28.64,10.0,20.0,-1.0
2024-02-16 18:00:00,30.17,9.0,100.0,636016259.5
2024-02-17 00:00:00,30.96,9.0,100.0,904986141.0
2024-02-17 06:00:00,28.64,10.0,20.0,-1.0
2024-02-17 12:00:00,29.89,9.0,100.0,378744306.0
2024-02-17 18:00:00,28.64,10.0,20.0,-1.0
2024-02-18 00:00:00,28.64,10.0,20.0,-1.0
2024-02-18 06:00:00,28.64,10.0,20.0,-1.0
2024-02-18 12:00:00,28.64,10.0,20.0,-1.0
2024-02-18 18:00:00,28.64,10.0,20.0,-1.0
2024-02-19 00:00:00,28.64,10.0,20.0,-1.0
2024-02-19 06:00:00,28.64,10.0,20.0,-1.0
2024-02-19 12:00:00,28.64,10.0,20.0,-1.0
2024-02-19 18:00:00,28.64,10.0,20.0,-1.0
2024-02-20 00:00:00,28.64,10.0,20.0,-1.0
2024-02-20 06:00:00,28.64,10.0,20.0,-1.0
2024-02-20 12:00:00,28.64,10.0,20.0,-1.0
2024-02-20 18:00:00,28.64,10.0,20.0,-1.0
2024-02-21 00:00:00,28.64,10.0,20.0,-1.0
2024-02-21 06:00:00,28.64,10.0,20.0,-1.0
2024-02-21 12:00:00,28.64,10.0,20.0,-1.0
2024-02-21 18:00:00,28.64,10.0,20.0,-1.0
2024-02-22 00:00:00,28.64,10.0,20.0,-1.0
2024-02-22 06:00:00,28.64,10.0,20.0,-1.0
2024-02-22 12:00:00,28.64,10.0,20.0,-1.0
2024-02-22 18:00:00,28.64,10.0,20.0,-1.0
2024-02-23 00:00:00,28.64,10.0,20.0,-1.0
2024-02-23 06:00:00,28.64,10.0,20.0,-1.0
2024-02-23 12:00:00,28.64,10.0,20.0,-1.0
2024-02-23 18:00:00,28.64,10.0,20.0,-1.0
2024-02-24 00:00:00,28.64,10.0,20.0,-1.0
2024-02-24 06:00:00,28.64,10.0,20.0,-1.0
2024-02-24 12:00:00,28.64,10.0,20.0,-1.0
2024-02-24 18:00:00,28.64,10.0,20.0,-1.0
2024-02-25 00:00:00,28.64,10.0,20.0,-1.0
2024-02-25 06:00:00,28.64,10.0,20.0,-1.0
2024-02-25 12:00:00,28.64,10.0,20.0,-1.0
2024-02-25 18:00:00,28.64,10.0,20.0,-1.0
2024-02-26 00:00:00,28.64,10.0,20.0,-1.0
2024-02-26 06:00:00,28.64,10.0,20.0,-1.0
2024-02-26 12:00:00,28.64,10.0,20.0,-1.0
2024-02-26 18:00:00,30.0,9.0,100.0,908641442.0
2024-02-27 00:00:00,28.64,10.0,20.0,-1.0
2024-02-27 06:00:00,28.56,9.0,100.0,903088473.0
2024-02-27 12:00:00,28.17,9.0,100.0,905000586.0
2024-02-27 18:00:00,30.58,9.0,100.0,910688847.0
2024-02-28 00:00:00,28.47,9.0,100.0,887620382.0
2024-02-28 06:00:00,28.64,10.0,20.0,-1.0
2024-02-28 12:00:00,28.64,10.0,20.0,-1.0
2024-02-28 18:00:00,19.96,9.0,100.0,911792659.0
2024-02-29 00:00:00,28.64,10.0,20.0,-1.0
2024-02-29 06:00:00,28.64,10.0,20.0,-1.0
2024-02-29 12:00:00,28.24,10.0,20.0,915248783.0
2024-02-29 18:00:00,110.09,9.0,100.0,910428388.0
2024-03-01 00:00:00,28.64,10.0,20.0,-1.0
2024-03-01 06:00:00,28.64,10.0,20.0,-1.0
2024-03-01 12:00:00,40.21,10.0,20.0,912216600.0
2024-03-01 18:00:00,59.02,13.0,10.0,912630630.5
2024-03-02 00:00:00,28.64,10.0,20.0,-1.0
2024-03-02 06:00:00,28.64,10.0,20.0,-1.0
2024-03-02 12:00:00,28.64,10.0,20.0,-1.0
2024-03-02 18:00:00,22.29,11.0,20.0,906628284.0
2024-03-03 00:00:00,32.65,11.0,20.0,917198232.0
2024-03-03 06:00:00,30.39,11.0,20.0,907223755.0
2024-03-03 12:00:00,28.64,10.0,20.0,-1.0
2024-03-03 18:00:00,19.38,11.0,20.0,923014931.0
