Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR
2024-01-15 18:00:00,53.52,10.0,1.0,534014036.0
2024-01-16 00:00:00,53.52,10.0,1.0,-1.0
2024-01-16 06:00:00,53.52,10.0,1.0,-1.0
2024-01-16 12:00:00,65.72,10.0,1.0,536120387.0
2024-01-16 18:00:00,53.52,10.0,1.0,-1.0
2024-01-17 00:00:00,53.52,10.0,1.0,-1.0
2024-01-17 06:00:00,40.66,15.0,1.0,874924421.0
2024-01-17 12:00:00,53.52,10.0,1.0,-1.0
2024-01-17 18:00:00,64.83,15.0,1.0,601148650.0
2024-01-18 00:00:00,53.52,10.0,1.0,-1.0
2024-01-18 06:00:00,53.52,10.0,1.0,-1.0
2024-01-18 12:00:00,53.52,10.0,1.0,-1.0
2024-01-18 18:00:00,50.82,15.0,1.0,822187660.0
2024-01-19 00:00:00,55.29,9.0,1.0,261567989.0
2024-01-19 06:00:00,53.52,10.0,1.0,-1.0
2024-01-19 12:00:00,53.52,10.0,1.0,-1.0
2024-01-19 18:00:00,60.01,9.0,1.0,629821133.5
2024-01-20 00:00:00,53.52,10.0,1.0,-1.0
2024-01-20 06:00:00,54.59,9.0,1.0,867643690.0
2024-01-20 12:00:00,45.88,11.0,1.0,849664994.0
2024-01-20 18:00:00,56.0,11.0,1.0,568487636.5
2024-01-21 00:00:00,53.52,10.0,1.0,-1.0
2024-01-21 06:00:00,53.52,10.0,1.0,-1.0
2024-01-21 12:00:00,53.52,10.0,1.0,-1.0
2024-01-21 18:00:00,86.52,15.0,1.0,877551850.0
2024-01-22 00:00:00,74.03,16.0,1.0,887809283.0
2024-01-22 06:00:00,53.52,10.0,1.0,-1.0
2024-01-22 12:00:00,70.41,15.0,1.0,549609351.0
2024-01-22 18:00:00,39.2,11.0,1.0,632139794.0
2024-01-23 00:00:00,53.52,10.0,1.0,-1.0
2024-01-23 06:00:00,69.52,15.0,1.0,420681665.0
2024-01-23 12:00:00,51.71,15.0,1.0,548353751.0
2024-01-23 18:00:00,53.52,10.0,1.0,-1.0
2024-01-24 00:00:00,58.98,9.0,1.0,883211696.0
2024-01-24 06:00:00,53.52,10.0,1.0,-1.0
2024-01-24 12:00:00,55.12,15.0,1.0,741972414.0
2024-01-24 18:00:00,53.52,10.0,1.0,-1.0
2024-01-25 00:00:00,44.4,15.0,1.0,265656663.0
2024-01-25 06:00:00,48.53,15.0,1.0,543634572.0
2024-01-25 12:00:00,53.52,10.0,1.0,-1.0
2024-01-25 18:00:00,53.52,10.0,1.0,-1.0
2024-01-26 00:00:00,53.52,10.0,1.0,-1.0
2024-01-26 06:00:00,53.52,10.0,1.0,-1.0
2024-01-26 12:00:00,53.52,10.0,1.0,-1.0
2024-01-26 18:00:00,53.52,10.0,1.0,-1.0
2024-01-27 00:00:00,53.52,10.0,1.0,-1.0
2024-01-27 06:00:00,53.52,10.0,1.0,-1.0
2024-01-27 12:00:00,53.52,10.0,1.0,-1.0
2024-01-27 18:00:00,53.52,10.0,1.0,-1.0
2024-01-28 00:00:00,53.52,10.0,1.0,-1.0
2024-01-28 06:00:00,53.52,10.0,1.0,-1.0
2024-01-28 12:00:00,53.52,10.0,1.0,-1.0
2024-01-28 18:00:00,53.52,10.0,1.0,-1.0
