Data,Atraso(ms),Hop_count,Bottleneck,Vazao_BBR
2024-01-15 18:00:00,13.79,5.0,100.0,880750530.0
2024-01-16 00:00:00,13.79,5.0,100.0,-1.0
2024-01-16 06:00:00,13.74,5.0,100.0,884028497.0
2024-01-16 12:00:00,13.79,5.0,100.0,-1.0
2024-01-16 18:00:00,14.85,6.0,100.0,886782762.0
2024-01-17 00:00:00,14.38,6.0,100.0,879261379.0
2024-01-17 06:00:00,13.79,5.0,100.0,-1.0
2024-01-17 12:00:00,16.3,5.0,100.0,884843910.0
2024-01-17 18:00:00,15.26,6.0,100.0,885576277.0
2024-01-18 00:00:00,15.66,5.0,100.0,889782559.0
2024-01-18 06:00:00,16.43,5.0,100.0,850761967.0
2024-01-18 12:00:00,13.43,6.0,100.0,892915495.0
2024-01-18 18:00:00,13.79,5.0,100.0,-1.0
2024-01-19 00:00:00,13.79,5.0,100.0,-1.0
2024-01-19 06:00:00,18.9,5.0,100.0,891242563.0
2024-01-19 12:00:00,14.95,6.0,100.0,892083614.0
2024-01-19 18:00:00,17.4,5.5,100.0,849139731.0
2024-01-20 00:00:00,13.79,5.0,100.0,-1.0
2024-01-20 06:00:00,17.13,5.0,100.0,885258827.0
2024-01-20 12:00:00,16.59,6.0,100.0,882795207.0
2024-01-20 18:00:00,15.8,6.0,100.0,869560868.5
2024-01-21 00:00:00,13.79,5.0,100.0,-1.0
2024-01-21 06:00:00,17.35,5.0,100.0,883005266.0
2024-01-21 12:00:00,13.79,5.0,100.0,-1.0
2024-01-21 18:00:00,12.42,6.0,100.0,877560966.0
2024-01-22 00:00:00,13.79,5.0,100.0,-1.0
2024-01-22 06:00:00,13.79,5.0,100.0,896114860.0
2024-01-22 12:00:00,15.84,5.5,100.0,895826460.5
2024-01-22 18:00:00,15.77,6.0,100.0,886731442.0
2024-01-23 00:00:00,16.77,5.0,100.0,894857666.0
2024-01-23 06:00:00,18.75,5.0,100.0,905290081.0
2024-01-23 12:00:00,11.97,5.0,100.0,885060052.5
2024-01-23 18:00:00,13.79,5.0,100.0,-1.0
2024-01-24 00:00:00,13.79,5.0,100.0,-1.0
2024-01-24 06:00:00,14.48,6.0,100.0,883132755.0
2024-01-24 12:00:00,15.05,5.0,100.0,893808327.0
2024-01-24 18:00:00,13.79,5.0,100.0,-1.0
2024-01-25 00:00:00,13.79,5.0,100.0,-1.0
2024-01-25 06:00:00,11.66,6.0,100.0,888633999.67
2024-01-25 12:00:00,14.31,5.0,100.0,895377479.0
2024-01-25 18:00:00,17.15,6.0,100.0,894752629.0
2024-01-26 00:00:00,13.79,5.0,100.0,-1.0
2024-01-26 06:00:00,17.84,5.0,100.0,887305055.0
2024-01-26 12:00:00,14.08,6.0,100.0,890137234.0
2024-01-26 18:00:00,17.12,5.0,100.0,886829427.0
2024-01-27 00:00:00,14.41,6.0,100.0,885693756.0
2024-01-27 06:00:00,14.38,6.0,100.0,891447821.5
2024-01-27 12:00:00,12.67,5.0,100.0,890764822.0
2024-01-27 18:00:00,14.96,6.0,100.0,888495246.67
2024-01-28 00:00:00,13.79,5.0,100.0,-1.0
2024-01-28 06:00:00,13.79,5.0,100.0,-1.0
2024-01-28 12:00:00,14.59,6.0,100.0,889412588.0
2024-01-28 18:00:00,13.79,5.0,100.0,-1.0
2024-01-29 00:00:00,16.7,5.0,100.0,883479873.0
2024-01-29 06:00:00,15.78,5.0,100.0,892039972.0
2024-01-29 12:00:00,16.65,5.0,100.0,892550434.0
2024-01-29 18:00:00,15.22,5.5,100.0,762076803.0
2024-01-30 00:00:00,17.2,5.0,100.0,894908216.0
2024-01-30 06:00:00,17.36,5.5,100.0,890242225.0
2024-01-30 12:00:00,17.49,5.0,100.0,881740777.0
2024-01-30 18:00:00,13.79,5.0,100.0,-1.0
2024-01-31 00:00:00,13.79,5.0,100.0,-1.0
2024-01-31 06:00:00,13.79,5.0,100.0,879556074.0
2024-01-31 12:00:00,13.79,5.0,100.0,-1.0
2024-01-31 18:00:00,16.18,6.0,100.0,874197505.0
2024-02-01 00:00:00,13.79,5.0,100.0,-1.0
2024-02-01 06:00:00,13.79,5.0,100.0,885447223.0
2024-02-01 12:00:00,16.56,5.5,100.0,892339916.0
2024-02-01 18:00:00,13.79,5.0,100.0,-1.0
2024-02-02 00:00:00,16.24,5.0,100.0,883846389.0
2024-02-02 06:00:00,14.52,5.0,100.0,889559849.0
2024-02-02 12:00:00,18.4,5.0,100.0,886706338.0
2024-02-02 18:00:00,21.46,5.0,100.0,890553771.0
2024-02-03 00:00:00,13.79,5.0,100.0,-1.0
2024-02-03 06:00:00,20.54,5.0,100.0,882519158.5
2024-02-03 12:00:00,16.34,5.0,100.0,888190394.0
2024-02-03 18:00:00,22.5,5.0,100.0,884422687.0
2024-02-04 00:00:00,13.79,5.0,100.0,-1.0
2024-02-04 06:00:00,16.11,5.0,100.0,897321738.0
2024-02-04 12:00:00,13.57,6.0,100.0,880723942.0
2024-02-04 18:00:00,13.79,5.0,100.0,-1.0
2024-02-05 00:00:00,12.43,5.0,100.0,893290574.0
2024-02-05 06:00:00,15.22,6.0,100.0,890661879.0
2024-02-05 12:00:00,20.96,5.0,100.0,882325775.0
2024-02-05 18:00:00,18.66,5.0,100.0,872687150.0
2024-02-06 00:00:00,15.56,5.0,100.0,892236039.0
2024-02-06 06:00:00,13.79,5.0,100.0,-1.0
2024-02-06 12:00:00,18.59,6.0,100.0,882169436.0
2024-02-06 18:00:00,16.9,6.0,100.0,887253913.0
2024-02-07 00:00:00,13.79,5.0,100.0,-1.0
2024-02-07 06:00:00,18.56,6.0,100.0,890505616.0
2024-02-07 12:00:00,17.77,6.0,100.0,887202482.0
2024-02-07 18:00:00,12.31,6.0,100.0,894331811.0
2024-02-08 00:00:00,13.79,5.0,100.0,-1.0
2024-02-08 06:00:00,13.79,5.0,100.0,-1.0
2024-02-08 12:00:00,20.53,5.0,100.0,893388851.0
2024-02-08 18:00:00,19.93,5.0,100.0,819314715.0
2024-02-09 00:00:00,13.79,5.0,100.0,-1.0
2024-02-09 06:00:00,16.58,5.0,100.0,890141996.0
2024-02-09 12:00:00,20.8,5.0,100.0,882588846.0
2024-02-09 18:00:00,13.79,5.0,100.0,-1.0
2024-02-10 00:00:00,20.57,5.0,100.0,886102560.0
2024-02-10 06:00:00,25.71,5.0,100.0,882483900.0
2024-02-10 12:00:00,25.57,5.0,100.0,882806969.5
2024-02-10 18:00:00,13.79,5.0,100.0,-1.0
2024-02-11 00:00:00,21.29,5.0,100.0,882575784.0
2024-02-11 06:00:00,20.39,5.0,100.0,888565568.0
2024-02-11 12:00:00,19.11,5.0,100.0,885209452.0
2024-02-11 18:00:00,17.16,5.0,100.0,884057077.0
2024-02-12 00:00:00,13.79,5.0,100.0,-1.0
2024-02-12 06:00:00,13.79,5.0,100.0,-1.0
2024-02-12 12:00:00,23.23,5.0,100.0,884713014.5
2024-02-12 18:00:00,21.94,5.0,100.0,886233587.5
2024-02-13 00:00:00,13.79,5.0,100.0,-1.0
2024-02-13 06:00:00,13.79,5.0,100.0,-1.0
2024-02-13 12:00:00,21.66,5.0,100.0,892761802.0
2024-02-13 18:00:00,21.46,5.0,100.0,884531945.0
2024-02-14 00:00:00,21.98,5.0,100.0,881211201.0
2024-02-14 06:00:00,22.1,5.0,100.0,888670203.0
2024-02-14 12:00:00,23.22,5.0,100.0,888356341.0
2024-02-14 18:00:00,20.96,5.0,100.0,883421613.0
2024-02-15 00:00:00,13.79,5.0,100.0,-1.0
2024-02-15 06:00:00,13.79,5.0,100.0,-1.0
2024-02-15 12:00:00,18.9,6.0,100.0,892023781.0
2024-02-15 18:00:00,15.52,5.0,100.0,880752839.5
2024-02-16 00:00:00,13.79,5.0,100.0,-1.0
2024-02-16 06:00:00,13.79,5.0,100.0,-1.0
2024-02-16 12:00:00,23.49,5.0,100.0,886107079.0
2024-02-16 18:00:00,20.38,5.0,100.0,884711178.0
2024-02-17 00:00:00,13.79,5.0,100.0,-1.0
2024-02-17 06:00:00,13.79,5.0,100.0,-1.0
2024-02-17 12:00:00,24.7,5.0,100.0,886258829.0
2024-02-17 18:00:00,13.79,5.0,100.0,-1.0
2024-02-18 00:00:00,13.79,5.0,100.0,-1.0
2024-02-18 06:00:00,18.29,5.0,100.0,877232321.0
2024-02-18 12:00:00,29.59,5.0,100.0,888145159.0
2024-02-18 18:00:00,26.9,5.0,100.0,884501443.0
2024-02-19 00:00:00,13.79,5.0,100.0,-1.0
2024-02-19 06:00:00,13.79,5.0,100.0,-1.0
2024-02-19 12:00:00,17.23,6.0,100.0,882116523.5
2024-02-19 18:00:00,14.83,6.0,100.0,893334367.0
2024-02-20 00:00:00,13.79,5.0,100.0,-1.0
2024-02-20 06:00:00,12.86,6.0,100.0,893228683.5
2024-02-20 12:00:00,12.84,6.0,100.0,882744809.0
2024-02-20 18:00:00,17.86,5.5,100.0,885842855.0
2024-02-21 00:00:00,13.79,5.0,100.0,-1.0
2024-02-21 06:00:00,13.79,5.0,100.0,-1.0
2024-02-21 12:00:00,20.03,6.0,100.0,893185567.0
2024-02-21 18:00:00,19.73,5.0,100.0,879206412.5
2024-02-22 00:00:00,13.79,5.0,100.0,-1.0
2024-02-22 06:00:00,21.77,5.5,100.0,883164372.0
2024-02-22 12:00:00,14.97,6.0,100.0,885840506.0
